Report Type : StationReport,,,,,,,,,,,,,,,,
Date,Time,Trace SO2,Trace NO,Trace NOy,Trace NOy-NO,WAQA_CO,O3,RTEMP,Wind Spd S,Wind Dir S,Temp Amb,Amb Press,Rain,RH,BAM_PM25,NO2_CAPS
,,ppb,ppb,ppb,ppb,ppm,ppm,DegF,MPH,Deg,DegF,mb,mm,%,ug/m^3,ppb
8/18/17,12:00 AM,0.39,6.7,15.6,8.7,,0.019,71,3.7,26.6,63.8,1007,0.1,74,,
8/19/17,12:00 AM,0.19,1.2,6.4,5.1,,0.026,70,4.6,9.8,63.7,1007,0,63,,
8/20/17,12:00 AM,0.19,1.7,7.2,5.4,,0.022,70,4.4,18.2,63.5,1006,0,67,,
8/21/17,12:00 AM,0.44,6.8,16.9,10,,0.019,70,4.6,342.1,66.8,1004,0,69,,
8/22/17,12:00 AM,1.08,18,37.5,19.4,,0.014,70,3.1,312.6,71.4,1001,0,61,,
8/23/17,12:00 AM,0.3,4.3,11.4,7,,0.012,71,3.4,231,64.7,1002,0.2,78,,
8/24/17,12:00 AM,0.07,0.5,5.1,4.4,,0.029,71,4.2,37.4,61.9,1003,0,63,,
8/25/17,12:00 AM,0.19,2.6,9.5,6.8,,0.025,71,4.9,17.8,62.7,1004,24.79,60,,
8/26/17,12:00 AM,0.25,3.2,12.5,9.2,,0.026,71,4.9,353.8,66.3,1006,0,58,,
8/27/17,12:00 AM,0.31,1.9,13.3,11.2,,,70,4.7,10.1,71.4,1003,0,54,,
8/28/17,12:00 AM,0.6,6.9,28.8,21.8,,,70,3.3,343.6,73.7,998,0.1,62,,
8/29/17,12:00 AM,0.76,2.7,18.7,16,,0.032,71,3.3,187.2,72.7,997,0.1,59,,
8/30/17,12:00 AM,0.21,4.6,13.5,8.8,,0.013,71,3,220.6,65.3,1002,0,74,,
8/31/17,12:00 AM,0.38,11.7,23,11.2,,0.012,71,3.6,300.5,64.4,1006,0,84,,
9/1/17,12:00 AM,0.24,4.7,16.5,11.7,,0.025,71,4.8,354.8,67.6,1005,0.1,51,,
9/2/17,12:00 AM,0.57,9,21.6,12.5,,0.021,70,4.2,0.5,72.6,1001,0,54,,
9/3/17,12:00 AM,0.69,9.4,20.1,10.6,,0.018,70,4.2,352.7,74.1,1002,0,64,,
9/4/17,12:00 AM,,0.7,9.8,9,,0.03,70,3.9,33.6,75.2,1001,0,59,,
9/5/17,12:00 AM,2.03,37.1,64.7,27.5,,0.005,70,2.6,299.4,74.3,998,0,58,,
9/6/17,12:00 AM,0.86,11.9,33.6,21.6,,0.013,70,2.9,195,72.1,1000,0,69,,
9/7/17,12:00 AM,0.6,9.8,30.6,20.7,,0.011,71,2.8,249.9,67.3,999,0,78,,
9/8/17,12:00 AM,0.91,9,22.5,13.5,,0.013,71,3.2,248.6,65.5,1000,0,84,,
9/9/17,12:00 AM,0.14,0.4,5.3,4.8,,0.025,71,3.5,198.1,61.7,1004,0,73,,
9/10/17,12:00 AM,0.18,2.3,12.6,10.2,,0.019,71,3.7,342.6,62.8,1010,0,68,,
9/11/17,12:00 AM,0.27,4.1,16.3,12,,0.018,71,3.8,1.6,65.2,1005,0,62,,
9/12/17,12:00 AM,0.25,3.9,12.4,8.5,,0.023,71,4.8,348.6,65,1001,0,74,,
9/13/17,12:00 AM,0.36,5.7,22.6,16.8,,0.017,71,3.1,283.9,59.9,1000,0,69,,
9/14/17,12:00 AM,0.26,2.8,13,10.1,,0.024,71,4.6,20.9,63.1,1000,0,51,,
9/15/17,12:00 AM,0.73,13.4,35.7,22.2,,0.012,71,3.2,268.5,62,1003,0,50,,
9/16/17,12:00 AM,1.03,23.7,56.1,32.3,,0.009,71,1.9,43.7,62.9,1001,0,52,,
9/17/17,12:00 AM,0.3,3,13.4,10.3,,0.021,71,3.4,170.2,57.2,996,0,81,,
9/18/17,12:00 AM,0.18,1.7,10.9,9.1,,0.022,72,4.2,179.9,53.9,994,0,85,,
9/19/17,12:00 AM,0.23,2.4,14.7,12.3,,0.018,71,3.4,178.8,52.6,993,0.1,91,,
9/20/17,12:00 AM,0.2,3,12.8,9.6,,0.014,71,3,45.6,52,993,0.1,89,,
9/21/17,12:00 AM,0.27,6,18,11.9,,0.011,72,2.7,152.4,54.1,1000,0,82,,
9/22/17,12:00 AM,,13.6,30.4,16.7,,0.008,72,2.8,183.9,57.8,1003,0,73,,
9/23/17,12:00 AM,,4.7,17.8,13,,0.016,71,2.9,217,59.7,1005,0,72,,
9/24/17,12:00 AM,,12.9,31.9,18.9,,0.011,71,2.8,342.2,59.7,1006,0,74,,
9/25/17,12:00 AM,,5.7,20.5,14.8,,0.011,71,2.3,192.8,60.4,1005,0,78,,
9/26/17,12:00 AM,0.53,10.6,24.6,13.9,,0.013,71,4.4,349.5,61.7,1007,0.1,82,,
9/27/17,12:00 AM,0.45,6.1,20.7,14.5,,0.013,72,4.3,11.4,65.1,1004,0.7,71,,
9/28/17,12:00 AM,1.34,34.1,56.5,22.3,,0.017,73,3.5,270.2,70.3,999,0,57,,
9/29/17,12:00 AM,0.2,0.9,7.6,6.6,,0.027,73,4,174.2,60.1,1001,0.1,82,,
9/30/17,12:00 AM,0.16,0.4,4.9,4.4,,0.026,73,3.3,209.5,56,1004,0,82,,
10/1/17,12:00 AM,0.19,1.3,10.9,9.5,,0.019,74,4.1,320.5,54.4,1006,0,80,,
10/2/17,12:00 AM,0.4,8.2,18.3,10,,0.013,74,3.3,12.3,53.8,1007,0,76,,
10/3/17,12:00 AM,0.28,5.9,15.7,9.7,,0.013,74,3.9,21.9,56.3,1010,0,66,,
10/4/17,12:00 AM,0.49,4.6,20.6,15.9,,0.016,74,3.2,12.9,56.1,1007,0,61,,
10/5/17,12:00 AM,1.02,20.5,47.1,26.5,,0.004,74,2.5,1.3,56.1,1007,0,75,,
10/6/17,12:00 AM,0.31,4.7,14.5,9.7,,0.02,74,5.2,188.4,55.2,1002,0,74,,
10/7/17,12:00 AM,0.12,0.7,5.6,4.8,,0.026,74,3.8,159.4,53.5,1001,0,84,,
10/8/17,12:00 AM,0.25,3.6,14.9,11.3,,0.014,74,3.2,316.8,52,1010,0,82,,
10/9/17,12:00 AM,0.49,18.8,35.7,16.8,,0.006,74,2.4,356.8,52,1008,0.1,78,,
10/10/17,12:00 AM,0.52,9,20,10.9,,0.014,75,3.4,109.2,50,998,0,84,,
10/11/17,12:00 AM,0.3,2.7,13.2,10.3,,0.018,74,3.4,182.7,48.3,1002,0,80,,
10/12/17,12:00 AM,0.22,2.6,14.2,11.6,,0.012,75,3.3,143.6,46.7,1003,0,93,,
10/13/17,12:00 AM,0.16,2.7,11.9,9.1,,,75,3.4,99.2,46.6,1008,0.3,81,,
10/14/17,12:00 AM,0.17,2.8,12.1,9.2,,0.01,74,3.2,139.5,47.6,1017,0,72,,
10/15/17,12:00 AM,0.15,2.6,11,8.4,,0.011,74,3.3,12.9,51.5,1012,0,79,,
10/16/17,12:00 AM,0.31,6,14.8,8.7,,,74,4,170.1,52.7,1007,0.7,82,,
10/17/17,12:00 AM,0.19,1.5,10.7,9.1,,,74,4.7,131.1,52.4,1003,0.1,82,,
10/18/17,12:00 AM,0.21,2.1,10.5,8.3,,0.019,74,5.7,167.3,53.4,994,0.1,87,,
10/19/17,12:00 AM,0.22,1,13.1,12,,0.024,76,4.5,161.5,51.3,987,0.2,99,,
10/20/17,12:00 AM,0.2,1,9,7.9,,0.025,77,4.5,177.3,48.4,994,0,89,,
10/21/17,12:00 AM,0.12,0.4,4.8,4.3,,0.022,77,5.4,141.4,49.1,993,0,97,,
10/22/17,12:00 AM,0.08,0.1,3.6,3.3,,0.032,76,5.3,192.3,54.9,1007,0,82,,
10/23/17,12:00 AM,0.27,8.2,25.8,17.6,,0.011,75,2.9,84.3,55.8,1022,0,75,,
10/24/17,12:00 AM,0.36,8.3,22.6,14.2,,0.004,74,3.6,14.1,53.5,1015,0,82,,
10/25/17,12:00 AM,0.57,16.8,31.7,14.8,,0.007,74,3.2,103.2,51.6,1007,0,93,,
10/26/17,12:00 AM,0.2,1.2,11,9.7,,0.011,73,4.5,18.7,51.9,1010,0,88,,
10/27/17,12:00 AM,0.5,13.1,30,16.8,,0.003,72,3.7,2.5,53.2,1007,0,84,,
10/28/17,12:00 AM,1.71,44,66.4,22.3,,0.001,72,1.8,273.8,54.4,1002,0,86,,
10/29/17,12:00 AM,0.46,15.1,29.3,14.1,,0.003,72,2.5,95.8,50.4,1003,0,96,,
10/30/17,12:00 AM,0.44,10.4,26.5,16,,0.009,72,3,27.6,52.3,1007,2.8,71,,
10/31/17,12:00 AM,1,14.5,36.7,22.1,,0.005,72,2.4,164.5,49.2,1002,0,70,,
11/1/17,12:00 AM,0.25,0.9,8.6,7.7,,0.019,72,3.5,174.2,50,995,0,84,,
11/2/17,12:00 AM,0.27,1.2,10.5,9.2,,0.02,73,5.2,166.6,45.2,992,4.1,88,,
11/3/17,12:00 AM,0.11,0.6,8.2,7.5,,0.019,71,4.5,15.4,36,1000,6.2,86,,
11/4/17,12:00 AM,0.36,4.3,14.8,10.4,,0.014,71,2.7,91.7,37.5,1000,6.29,84,,
11/5/17,12:00 AM,0.14,1,8.7,7.6,,0.019,70,6,355.6,36.7,998,9.9,87,,
11/6/17,12:00 AM,,5.4,17.6,12.1,,0.014,71,2.6,45,40.1,1010,0.1,70,,
11/7/17,12:00 AM,0.14,2.1,11,8.8,,0.022,72,3.2,103.5,42.5,1006,0,58,,
11/8/17,12:00 AM,0.42,8,24.2,16.1,,0.017,73,3.9,138.7,47.8,996,2.3,63,,
11/9/17,12:00 AM,0.51,10.5,29.6,19,,0.008,73,3.1,143,46.9,993,5.6,91,,
11/10/17,12:00 AM,0.23,5.5,19.8,14.2,,0.008,73,2.7,94.2,45.5,998,0.1,93,,
11/11/17,12:00 AM,0.28,6,14.6,8.5,,0.008,73,4.5,119.7,46.3,1001,1.7,89,,
11/12/17,12:00 AM,0.14,0.8,5.7,4.8,,0.016,72,4.7,121.1,49.7,998,8.7,89,,
11/13/17,12:00 AM,,,,,,,72,8,163.3,49.8,992,6,76,,
11/14/17,12:00 AM,0.11,0.9,9.6,8.6,,0.025,72,6.4,154.9,49.9,999,1.6,69,,
11/15/17,12:00 AM,0.27,1.1,15.2,14,,0.021,73,4.2,169.7,46.7,990,13.5,85,,
11/16/17,12:00 AM,0.26,0.9,12.2,11.2,,0.022,73,4.5,178,43.2,990,1.6,91,,
11/17/17,12:00 AM,0.18,0.7,10,9.2,,0.021,73,4.1,196.9,44.5,1004,0,82,,
11/18/17,12:00 AM,0.25,1.6,13.6,11.9,,0.017,73,3.2,161.3,47.1,1009,0,73,,
11/19/17,12:00 AM,0.29,1.1,10.1,8.9,,0.017,73,3.7,162.6,43.9,996,7.6,76,,
11/20/17,12:00 AM,0.19,2.7,13.6,10.8,,0.019,73,3.5,83.7,45.6,995,11.79,99,,
11/21/17,12:00 AM,0.91,28.1,48.6,20.4,,0.004,73,2.8,109.5,47,1000,27.1,99,,
11/22/17,12:00 AM,0.37,6.2,17.5,11.2,,0.008,71,3.8,153.8,60.4,1000,10.4,94,,
11/23/17,12:00 AM,0.12,0,2.2,2.1,,0.029,72,6,199.8,52.9,997,2.3,93,,
11/24/17,12:00 AM,,0.4,8.5,7.9,,0.023,73,5.2,167.6,48.7,1004,0,79,,
11/25/17,12:00 AM,,11.3,27.2,15.8,,0.006,73,2.6,89.4,47.1,998,4.2,84,,
11/26/17,12:00 AM,,1.3,9.9,8.5,,0.02,73,5.2,174.4,48.3,989,5.3,93,,
11/27/17,12:00 AM,,1.6,14.7,13,,0.016,73,3.6,176.1,44.8,1004,0.1,85,,
11/28/17,12:00 AM,0.29,6.2,20.1,13.8,,0.016,73,3.1,174.3,43.8,1003,10.8,90,,
11/29/17,12:00 AM,0.29,3.5,19.6,16.1,,0.011,73,3.2,154.9,45.7,1013,0.1,84,,
11/30/17,12:00 AM,0.28,3.7,18.1,14.3,,0.01,73,3.8,154.1,44,1006,4.4,92,,
12/1/17,12:00 AM,,2,14.2,12.2,,0.018,73,5,166.1,44.4,1003,3.8,87,,
12/2/17,12:00 AM,0.22,1.2,13.1,11.9,,0.018,74,3.6,150.8,42.5,998,13.2,96,,
12/3/17,12:00 AM,0.25,1.8,12.7,10.8,,0.017,73,2.8,26,41.7,1008,0.8,91,,
12/4/17,12:00 AM,0.21,9.9,27.5,17.5,,0.002,72,2.1,52.6,38.2,1020,0,99,,
12/5/17,12:00 AM,0.17,5.4,18.4,12.9,,0.004,72,4.3,38.2,37.8,1022,0,90,,
12/6/17,12:00 AM,0.26,9.5,27.7,18.1,,0.004,72,3.9,19.8,43,1022,0,82,,
12/7/17,12:00 AM,0.89,39.6,64.1,24.4,,0.001,72,2.3,337,43.1,1019,0.1,82,,
12/8/17,12:00 AM,1.9,77.4,101,23.5,,0,71,2.3,354.2,37.5,1018,0,94,,
12/9/17,12:00 AM,2.64,90.2,114.3,24,,0,72,2.3,115.8,37.7,1016,0.2,89,,
12/10/17,12:00 AM,0.71,21,39.6,18.4,,0.002,72,2.3,31.5,41.6,1015,0,74,,
12/11/17,12:00 AM,1.19,37.8,57.9,20,,0.001,71,3.1,158.9,40.3,1013,0,76,,
12/12/17,12:00 AM,,47.8,71.3,23.5,,0,72,2.3,61.9,40.9,1016,0,75,,
12/13/17,12:00 AM,,12.9,29.8,16.8,,0.001,73,4,44.1,42.2,1015,0.1,87,,
12/14/17,12:00 AM,1.52,56,81.4,25.3,,0,72,2.4,54.3,43,1012,0.1,86,,
12/15/17,12:00 AM,1.04,20.8,39.8,19,,0.002,73,2.9,164.8,41.5,1008,0,87,,
12/16/17,12:00 AM,0.31,4,19.9,15.8,,0.01,73,2.8,143.4,42.1,1011,1.5,92,,
12/17/17,12:00 AM,0.15,0.5,6.7,6.1,,0.023,73,6.9,173.2,46.2,1004,0.3,92,,
12/18/17,12:00 AM,0.09,0.2,5.9,5.6,,0.029,73,4.5,107.1,44.8,1004,12.4,98,,
12/19/17,12:00 AM,0.16,0.3,6.8,6.4,,0.026,73,6.3,179.6,42.7,990,23.29,92,,
12/20/17,12:00 AM,0.21,1.8,13.1,11.2,,0.021,71,7,339.1,39,1008,1.6,76,,
12/21/17,12:00 AM,0.31,7.1,25.1,17.9,,0.006,71,3.3,125.4,35.1,1014,0.4,85,,
12/22/17,12:00 AM,0.13,1.6,13.9,12.2,,0.014,72,4,358.4,37.3,1010,2,89,,
12/23/17,12:00 AM,0.06,0.9,9.1,8.1,,0.02,70,4,27.4,33.2,1016,0,68,,
12/24/17,12:00 AM,0.05,0.4,6.7,6.3,,0.026,71,2.5,79.6,33,1010,0,69,,
12/25/17,12:00 AM,0.12,2.5,17.5,14.9,,0.011,71,1.4,90.2,32.5,1011,0.8,99,,
12/26/17,12:00 AM,0.3,8.8,24.4,15.4,,0.007,71,1.8,99.9,34.4,1012,1.7,94,,
12/27/17,12:00 AM,0.64,17.7,37.3,19.4,,0.003,72,2.1,123.3,36.5,1011,1.7,86,,
12/28/17,12:00 AM,0.27,3.2,16.8,13.4,,0.014,73,4.9,145.3,44.1,1004,1.2,97,,
12/29/17,12:00 AM,0.24,4.5,15.5,10.9,,0.014,73,5.4,132.3,46.8,996,25.59,98,,
12/30/17,12:00 AM,0.12,0.4,6.7,6.3,,0.025,73,4.5,166.9,43.5,1008,0.6,89,,
12/31/17,12:00 AM,0.09,0.8,7.6,6.7,,0.014,72,4.1,26.6,36.5,1010,0,92,,
1/1/18,12:00 AM,0.13,1.8,13.4,11.6,,0.01,71,2.8,34,35.9,1014,0,85,,
1/2/18,12:00 AM,0.49,11.8,31.8,20,,0.004,72,2.8,16.7,38.3,1012,0.1,81,,
1/3/18,12:00 AM,0.61,15.3,36.5,21.1,,0.002,72,3.1,5,40.5,1006,0,80,,
1/4/18,12:00 AM,2.27,72.4,95.7,23.3,,0,72,1.8,135.6,42.5,1002,2.1,92,,
1/5/18,12:00 AM,0.75,18.1,35.6,17.4,,,72,3.9,149.5,46.8,1001,7.6,98,,
1/6/18,12:00 AM,0.14,0.4,9.8,9.3,,,72,3.4,171.9,44.3,1009,6.2,97,,
1/7/18,12:00 AM,0.16,0.7,10.9,10.1,,,72,3.4,140.5,43,1004,8,97,,
1/8/18,12:00 AM,0.68,18,34,15.9,,,72,2.5,135,45.4,994,2.6,98,,
1/9/18,12:00 AM,0.27,2.6,13.7,11,,0.017,72,3.4,146,43.9,991,5.5,98,,
1/10/18,12:00 AM,0.21,0.7,11.5,10.8,,0.021,72,3.2,165.1,42.5,1001,2.3,91,,
1/11/18,12:00 AM,0.22,1.6,13.3,11.6,,0.02,72,4.6,145.6,45.4,996,15.99,100,,
1/12/18,12:00 AM,0.15,0.3,9.2,8.8,,0.025,72,5.2,189.5,49.4,1010,2.4,94,,
1/13/18,12:00 AM,0.14,1.4,11.8,10.3,,0.013,72,3.2,64.7,49.4,1014,0,98,,
1/14/18,12:00 AM,1.02,25.4,41.6,16.2,,0.002,73,2.6,325.9,46.7,1007,0,93,,
1/15/18,12:00 AM,1.36,33.9,48.5,14.5,,0.008,72,3.7,171,50.9,1001,1.3,78,,
1/16/18,12:00 AM,0.25,1.3,12.4,11,,0.019,72,4.1,162.9,49.7,1007,3.6,83,,
1/17/18,12:00 AM,0.33,3.8,17.2,13.3,,0.016,73,4.6,150,50.3,998,8.88,80,,
1/18/18,12:00 AM,0.24,0.7,11.3,10.5,,0.027,73,5.8,175.5,44,995,13.7,90,,
1/19/18,12:00 AM,0.29,1.5,13.1,11.5,,0.022,72,5.1,163.8,43.3,997,1.4,84,,
1/20/18,12:00 AM,0.23,0.8,9.5,8.6,,0.027,73,5.6,162.8,43.7,1002,0.6,83,,
1/21/18,12:00 AM,0.2,0.2,5,4.7,,0.035,73,7.2,174.5,46.8,997,6.7,75,,
1/22/18,12:00 AM,0.24,1.2,12.1,10.7,,0.024,72,5.2,171.8,42.9,1008,2.7,88,,
1/23/18,12:00 AM,0.27,3.1,14.1,10.8,,0.02,73,4.5,127.1,42.5,999,16.1,91,,
1/24/18,12:00 AM,0.24,0.7,10.1,9.3,,0.024,73,4.9,148.9,45,991,8.3,96,,
1/25/18,12:00 AM,0.27,1.8,12.6,10.6,,0.024,72,4.4,152.5,40,993,2.4,91,,
1/26/18,12:00 AM,0.19,0.4,8,7.5,,0.026,72,5.8,168.7,39.8,1004,3.2,94,,
1/27/18,12:00 AM,0.16,0.2,5.3,5,,0.03,72,6.1,165.4,44.4,1004,10.19,91,,
1/28/18,12:00 AM,,0.8,9.5,8.7,,0.019,72,4.2,137.4,49.1,1012,1.1,95,,
1/29/18,12:00 AM,,3.1,13.9,10.7,,0.019,73,5.4,164.9,47.7,1002,21.7,90,,
1/30/18,12:00 AM,,0.6,6.9,6.2,,0.032,72,5.7,192.8,43.7,1005,0.2,81,,
1/31/18,12:00 AM,1.03,0.7,12.2,11.4,,0.023,73,4.1,172.5,42.3,1009,0,82,,
2/1/18,12:00 AM,1.01,2.2,18,15.7,,0.015,75,3.3,139.2,43.9,1007,12.9,89,,
2/2/18,12:00 AM,0.94,0.7,7,6.2,,0.019,74,5.4,195.9,49.8,1008,0.9,95,,
2/3/18,12:00 AM,0.9,0.3,5,4.6,,0.021,74,4.8,186.4,49.1,1011,4.4,96,,
2/4/18,12:00 AM,0.89,0.1,1.5,1.2,,0.022,74,6.2,201.4,51.3,1006,0.2,90,,
2/5/18,12:00 AM,0.96,0.2,5.3,5,,0.03,74,4.5,202.8,47.1,1007,0,89,,
2/6/18,12:00 AM,0.96,0.6,9.5,8.9,,0.021,74,3.1,184.8,46.1,1012,0.1,91,,
2/7/18,12:00 AM,1.11,3.6,16.9,13.2,,0.01,74,3,177.1,49.8,1013,0,85,,
2/8/18,12:00 AM,0.96,0.5,7.9,7.2,,0.019,74,5.6,190.7,48.7,1007,1.3,89,,
2/9/18,12:00 AM,1.03,2.4,15.8,13.3,,0.019,75,3.4,104.4,42.7,1011,0.7,86,,
2/10/18,12:00 AM,1,2.2,14.1,11.8,,0.018,73,3.3,27.9,38.5,1013,0,71,,
2/11/18,12:00 AM,1.01,1.9,11,8.9,,0.015,72,4.3,21.5,38.4,1002,0.1,78,,
2/12/18,12:00 AM,0.97,1.4,12.2,10.7,,0.029,72,4.4,11.3,38.2,1011,0.1,52,,
2/13/18,12:00 AM,1.27,8,28,19.9,,0.014,73,2.6,145.5,38.9,1009,3.5,68,,
2/14/18,12:00 AM,1.03,2.3,15.7,13.3,,0.018,73,4.3,173.8,39.1,1004,1.6,92,,
2/15/18,12:00 AM,1.06,3,16.5,13.4,,0.016,74,3.3,175.4,40.8,1014,0.2,86,,
2/16/18,12:00 AM,0.95,0.3,6,5.7,,0.028,75,5.5,189.3,43.7,1008,1.3,93,,
2/17/18,12:00 AM,1.01,0.2,2.4,2.1,,0.033,75,8.6,206.8,44.6,992,4.9,85,,
2/18/18,12:00 AM,0.97,0.4,4.3,3.8,,0.035,71,10.4,303.2,34.2,993,0.3,71,,
2/19/18,12:00 AM,0.93,0.7,7.9,7,,0.032,71,6.2,356.1,31.4,1007,0,45,,
2/20/18,12:00 AM,0.99,1.8,14.7,12.8,,0.023,71,3.1,81,31.4,1008,0,68,,
2/21/18,12:00 AM,0.94,1.7,13.2,11.5,,0.023,70,3.5,132.8,30.2,1010,0.1,73,,
2/22/18,12:00 AM,0.93,1.2,9.2,7.9,,0.029,71,5.5,4.4,31.9,1012,0.6,67,,
2/23/18,12:00 AM,1.06,4.2,21.4,17.1,,0.017,70,5.3,154.7,30.9,1012,0,77,,
2/24/18,12:00 AM,1.04,0.6,7,6.3,,0.031,73,5.5,191.3,39.3,1003,0.6,80,,
2/25/18,12:00 AM,0.99,0.2,3.8,3.5,,0.036,74,6.4,183,39.6,997,1,84,,
2/26/18,12:00 AM,1.06,3,19.9,16.8,,0.024,73,3,173.6,38.2,1006,0.3,73,,
2/27/18,12:00 AM,0.99,0.6,8.5,7.8,,0.028,73,5.4,162.4,40.2,1004,10.3,88,,
2/28/18,12:00 AM,1.05,1,10.4,9.2,,0.026,74,4.5,142.1,41.8,994,7.3,90,,
3/1/18,12:00 AM,1.18,2.6,18.3,15.6,,0.025,74,3.6,182.1,43,986,0.5,76,,
3/2/18,12:00 AM,1.08,1.4,12.1,10.6,,0.025,74,3.1,142,40.3,991,3.4,87,,
3/3/18,12:00 AM,1.04,1.2,10.8,9.5,,0.022,74,4.3,21.9,41.1,999,0,79,,
3/4/18,12:00 AM,1.03,1.8,12.9,10.9,,0.018,73,3.5,156.6,39.8,1007,2.3,88,,
3/5/18,12:00 AM,0.96,0.7,12.5,11.7,,0.023,74,2.5,182.5,41.9,1014,0,82,,
3/6/18,12:00 AM,0.98,1.8,10.9,9,,0.022,74,4.2,37.6,43.2,1012,0,71,,
3/7/18,12:00 AM,1.19,3.5,20,16.4,,0.015,74,4.3,11.5,40.9,1001,1,78,,
3/8/18,12:00 AM,1.21,7.6,21.7,14.1,,0.02,75,5.4,141.6,45,992,9.7,96,,
3/9/18,12:00 AM,1.04,1,9.5,8.5,,0.032,75,4.1,179.9,44.1,1002,0,75,,
3/10/18,12:00 AM,2.3,6.3,25.6,19.2,,0.014,73,3.8,346.2,44.3,1004,0,74,,
3/11/18,12:00 AM,1.42,13,38,24.9,,0.014,74,2.9,326,50.4,1006,0,66,,
3/12/18,12:00 AM,1.45,21.4,39.1,17.6,,0.023,74,3.8,5.8,57.5,1001,0.1,53,,
3/13/18,12:00 AM,1.13,0.7,9.7,8.9,,0.033,74,5.2,144.4,53.6,994,3.1,70,,
3/14/18,12:00 AM,1.04,0.7,8.4,7.5,,0.031,74,4.5,181.7,46.4,997,0.3,76,,
3/15/18,12:00 AM,1.22,6.8,17.9,10.9,,0.02,72,4,21.1,44.6,994,0,68,,
3/16/18,12:00 AM,1.27,3.9,17.7,13.6,,0.02,73,4.5,7.3,46.5,995,0.1,70,,
3/17/18,12:00 AM,1.13,1.4,11.4,9.8,,0.025,73,3.7,182.1,45.2,999,0,76,,
3/18/18,12:00 AM,1.07,0.5,7.9,7.3,,0.029,73,3.1,182.4,46.4,1006,0,70,,
3/19/18,12:00 AM,1.09,4.2,18.5,14.3,,0.022,72,2.9,36,45.6,1009,0,74,,
3/20/18,12:00 AM,1.03,2.5,11.9,9.3,,0.023,72,3.7,26.9,44.3,1003,0,77,,
3/21/18,12:00 AM,1.57,15.4,37.1,21.6,,0.012,72,2.3,50.2,46.8,991,2.9,78,,
3/22/18,12:00 AM,1.05,0.4,9.1,8.6,,0.031,73,4.4,182,43.1,989,7.4,88,,
3/23/18,12:00 AM,1.03,0.8,8.8,7.9,,0.031,73,4.3,175.1,40.5,995,6.6,81,,
3/24/18,12:00 AM,1.35,0.6,8.8,8.1,,0.029,72,4.4,227.4,41.3,998,4.5,79,,
3/25/18,12:00 AM,1.06,1.3,9.2,7.7,,0.026,72,4.3,171.5,42.9,1004,0,74,,
3/26/18,12:00 AM,0.49,0.6,7.2,6.5,,0.029,73,7,177.6,43.6,1010,0.7,88,,
3/27/18,12:00 AM,0.13,0.3,4.6,4.2,,0.03,73,6.4,188.1,48.2,1012,0.1,88,,
3/28/18,12:00 AM,0.13,0.7,6.1,5.3,,0.032,73,3.7,117.6,46.1,1015,0.4,81,,
3/29/18,12:00 AM,0.24,0.9,8.6,7.6,,0.029,72,3.4,186.3,48.2,1012,0,75,,
3/30/18,12:00 AM,0.16,0.5,6.4,5.7,,0.029,72,3.8,201.8,50.3,1008,0,78,,
3/31/18,12:00 AM,0.28,1.5,12.4,10.7,,0.025,72,3.6,337.7,48.8,1007,0,74,,
4/1/18,12:00 AM,0.17,0.1,3.1,2.9,,0.036,73,5.6,165.1,42.3,999,1.2,84,,
4/2/18,12:00 AM,0.26,1.4,8,6.4,,0.033,72,4.4,189.2,42.9,1003,0.2,67,,
4/3/18,12:00 AM,0.35,2.3,14.9,12.5,,0.03,73,3,138.8,44.8,1004,0.1,62,,
4/4/18,12:00 AM,0.16,0.7,9.4,8.6,,0.025,73,2.8,109.2,43.9,1003,5.4,96,,
4/5/18,12:00 AM,0.37,6.6,19,12.3,,0.011,72,3,136.1,50,998,4,98,,
4/6/18,12:00 AM,0.53,6.1,18.7,12.5,,0.013,72,3.2,64.3,56.1,993,0.1,85,,
4/7/18,12:00 AM,0.43,4.4,11.2,6.7,,,72,5,178.6,51.5,984,17.1,88,,
4/8/18,12:00 AM,0.19,0.4,3.9,3.4,,,73,6.8,171.3,47.6,1000,5.5,92,,
4/9/18,12:00 AM,0.25,2.4,15.8,13.3,,,72,4,347.4,51.6,1006,0.1,72,,
4/10/18,12:00 AM,0.43,2,13.1,10.9,,0.033,72,6,215.9,53.1,997,4.4,70,,
4/11/18,12:00 AM,0.26,0.5,6.6,6,,0.036,72,4.2,143.7,48,993,6.2,80,,
4/12/18,12:00 AM,0.22,0.6,5.5,4.8,,0.036,72,4.5,186.3,44.5,1000,2.4,85,,5.117
4/13/18,12:00 AM,0.2,0.8,7.2,6.3,,0.034,72,6,161.2,47.3,1008,9.4,94,,6.056
4/14/18,12:00 AM,0.18,0.5,11,10.4,,0.031,72,3.6,163.8,47.5,1006,43.19,99,,10.857
4/15/18,12:00 AM,0.26,0.2,7,6.7,,0.038,72,5.3,346.5,45.5,994,3.6,91,,6.631
4/16/18,12:00 AM,0.26,0.6,5.9,5.2,,0.036,73,6.2,186.9,44.1,992,4.3,94,,5.504
4/17/18,12:00 AM,0.18,0.4,4.9,4.4,,0.038,72,5.5,203.8,46.8,1007,0.1,75,,4.526
4/18/18,12:00 AM,0.22,1.6,8.8,7.1,,0.028,72,4.2,38.6,48,1008,0.4,77,,6.997
4/19/18,12:00 AM,0.31,2.6,12,9.4,,0.028,72,3.4,2.4,50.5,1010,0,70,,9.442
