Report Type : StationReport,,,,,,,,,,,
Date,Time,Wind Spd S,Wind Dir S,Temp Amb 10m,NO,NO2,NOX,WAQA_CO,BC_633,UV_633,BAM_PM25
,,MPH,Deg,DegF,ppb,ppb,ppb,ppm,ug/m^3 (s),ug/m^3 (s),ug/m^3
8/24/19,12:00 AM,4.3,0,65.3,13.6,10.1,23.8,0.329,0.7,0.8,6.1
8/25/19,12:00 AM,4,3.7,64.9,11.3,12.4,23.8,0.338,0.7,0.7,6.4
8/26/19,12:00 AM,4,14.4,65.7,8.7,10.5,19.2,0.349,0.7,0.9,8.3
8/27/19,12:00 AM,4.4,16.6,70.6,9.1,12.8,22,0.398,0.9,1,7.8
8/28/19,12:00 AM,3.1,326.9,74.1,29.4,22,51.5,0.496,2.1,2.3,9.4
8/29/19,12:00 AM,5.1,192.7,67.3,24.7,21.5,46.3,0.435,2.2,2.4,9
8/30/19,12:00 AM,3.9,203.1,69.2,17.6,17.8,35.5,0.425,1.4,1.6,6.8
8/31/19,12:00 AM,3.7,232.1,68.9,25.1,18.5,43.7,0.417,1.3,1.5,6.9
9/1/19,12:00 AM,4.2,242.3,69.3,8.4,11.2,19.7,0.332,0.6,0.6,4.5
9/2/19,12:00 AM,3.3,305.4,67.5,16.1,14.5,30.7,0.441,0.9,1,4.7
9/3/19,12:00 AM,2.6,264.8,67.8,46.2,25.4,71.7,0.515,2.4,2.7,9.4
9/4/19,12:00 AM,3.7,285.8,65.7,28.2,18.3,46.6,0.407,1.8,1.9,6.6
9/5/19,12:00 AM,3.1,340.8,68.1,20.1,20.2,40.4,0.473,1.5,1.6,8.4
9/6/19,12:00 AM,4.9,222.5,68,32.7,21.6,54.4,0.436,2.4,2.5,9.7
9/7/19,12:00 AM,4.1,236.8,63.2,30.7,17.9,48.7,0.396,1.3,1.4,7
9/8/19,12:00 AM,5.2,195.1,62.6,10,10.1,20.2,0.342,0.6,0.7,2.2
9/9/19,12:00 AM,4.9,189.5,61.6,21.2,17,38.4,0.406,1.6,1.7,3.2
9/10/19,12:00 AM,3.1,280.4,62.8,34,19.8,53.5,0.449,2.1,2.3,5.1
9/11/19,12:00 AM,3.6,198.1,64.5,29.3,20.2,49,0.481,1.8,2,6
9/12/19,12:00 AM,5,181.2,66.8,17.7,15.2,33.1,0.475,1.5,1.6,4.5
9/13/19,12:00 AM,7.8,197.6,64.8,16.4,14,30.5,0.374,1.5,1.5,4.2
9/14/19,12:00 AM,6.3,185.3,63,9.7,12.6,22.3,0.357,0.8,0.9,3.2
9/15/19,12:00 AM,5,170.9,58.8,5.9,9.3,15.3,0.31,0.5,0.6,3.4
9/16/19,12:00 AM,4.2,176.8,59.5,27.3,15.3,42.7,0.41,1.8,2,5.9
9/17/19,12:00 AM,3.2,123.4,57.5,7.7,10.2,18,0.299,0.6,0.8,2.2
9/18/19,12:00 AM,2.9,308.2,59.3,,,,0.351,1.9,2,5.2
9/19/19,12:00 AM,2.5,243.4,60.7,54.4,22.4,76.9,0.576,3,3.4,9.3
9/20/19,12:00 AM,2.2,155.4,61.8,31,17.5,48.6,0.457,1.8,2,6.8
9/21/19,12:00 AM,3.3,211.9,61.9,21,14.1,35.3,0.415,1.2,1.3,5.7
9/22/19,12:00 AM,3.8,176.9,61,11.1,11.1,22.3,0.348,0.8,1,4.5
9/23/19,12:00 AM,7.5,185.8,58.5,15,15,30.2,0.338,1.3,1.4,6.3
9/24/19,12:00 AM,4.2,287.7,62,22,15.9,37.9,0.363,2,2.2,7.6
9/25/19,12:00 AM,3.2,246.3,61.5,23,17.3,40.4,0.481,1.4,1.5,9.2
9/26/19,12:00 AM,4.7,271.4,62.4,23.3,18.2,41.7,0.435,1.2,1.3,5.7
9/27/19,12:00 AM,5.2,178,53.8,15.6,13.2,28.8,0.316,1,1.1,3.8
9/28/19,12:00 AM,3.9,11.1,51.5,5.3,7.6,13,0.302,0.3,0.4,1.7
9/29/19,12:00 AM,3.1,23.4,49.8,5.7,9.4,15.2,0.318,0.4,0.6,1.2
9/30/19,12:00 AM,3.2,35.5,50.6,10.1,12,22.1,0.378,0.6,0.7,1.5
10/1/19,12:00 AM,3,40.4,51.1,23.9,18,42,0.528,1.5,1.8,5.6
10/2/19,12:00 AM,2.3,139.6,54.4,42.1,24.8,67,0.599,2.2,2.7,8
10/3/19,12:00 AM,6,184.2,55.5,,,,0.174,1.4,1.6,4.9
10/4/19,12:00 AM,7.2,176.8,54.6,12.7,15.5,28.3,0.357,1.1,1.3,4.2
10/5/19,12:00 AM,3.1,208.7,55.4,16,15.9,32.1,0.422,1.1,1.4,6.5
10/6/19,12:00 AM,,,,,,,,,,
10/7/19,12:00 AM,,,,,,,,,,
10/8/19,12:00 AM,3.9,97.9,47.2,13.5,13.8,27.4,0.31,0.8,0.9,3.3
10/9/19,12:00 AM,3.5,14.6,44.9,11.1,12.6,23.8,0.34,0.6,0.8,4
10/10/19,12:00 AM,3.3,25.8,46.6,12.3,13.7,26.1,0.397,0.8,1.1,5.7
10/11/19,12:00 AM,2.4,49.8,52.7,37.5,26.7,64.3,0.647,1.8,2.4,8.6
10/12/19,12:00 AM,2.7,20.1,51.6,23.2,21.3,44.6,0.49,1.5,2.4,11.6
10/13/19,12:00 AM,2.3,342.6,53.4,16.4,19.5,36,0.419,1.1,1.6,10.7
10/14/19,12:00 AM,2.6,196.2,52.3,27.6,25,52.7,0.498,1.8,2.2,10.5
10/15/19,12:00 AM,3.6,151.9,54.4,39.3,22.8,62.2,0.535,2.4,3.3,14.4
10/16/19,12:00 AM,5.1,177.3,54.1,33.6,24.5,58.2,0.448,2.2,2.9,10.2
10/17/19,12:00 AM,9.4,191.4,53.3,13.4,16.8,30.4,0.361,1.3,1.5,5.9
10/18/19,12:00 AM,6.9,178.8,50.1,15.8,19.4,35.2,0.38,1.2,1.5,5.9
10/19/19,12:00 AM,3.1,115.3,47.7,5.6,12.2,17.9,0.328,0.5,0.7,3
10/20/19,12:00 AM,3.4,149.7,49.2,5.7,11.3,17.1,0.317,0.4,0.6,3.7
10/21/19,12:00 AM,7.5,186.2,55,15.3,18,33.4,0.341,1.1,1.2,7
10/22/19,12:00 AM,4.1,63.3,53.9,5.5,13.6,19.2,0.306,0.5,0.7,6.1
10/23/19,12:00 AM,3.3,26.7,49.4,11.1,14.5,25.7,0.376,0.8,1,5.3
10/24/19,12:00 AM,2.3,233.8,52.3,66.6,21.6,88.3,0.654,2.6,3.2,13
10/25/19,12:00 AM,2.9,95.6,51.2,32.2,18.4,50.6,0.48,1.8,2.2,8.8
10/26/19,12:00 AM,4.3,12.8,48.7,16.3,13.6,29.9,0.405,0.9,1.3,7.2
10/27/19,12:00 AM,3.3,36.3,45.4,9,11.6,20.8,0.354,0.6,1,4.2
10/28/19,12:00 AM,2.8,47,43.4,24.2,16.2,40.5,0.436,1.2,1.8,7.7
10/29/19,12:00 AM,2.4,97.1,42.2,11.7,18.2,30,0.407,0.7,1.1,3.5
10/30/19,12:00 AM,3.1,33.5,42.9,12.2,19.3,31.6,0.378,0.9,1.4,6.1
10/31/19,12:00 AM,2.3,53.6,43.7,42,27.6,69.7,0.652,2.2,3.3,15.5
11/1/19,12:00 AM,3.2,34.2,46.4,14.7,18.7,33.5,0.395,1.2,2,12.5
11/2/19,12:00 AM,3,38.3,47.9,19.2,19.9,39.2,0.474,1.3,2.3,14
11/3/19,12:00 AM,2.7,38.1,47.8,15.8,15.7,31.6,0.464,1.3,2.5,13.7
11/4/19,12:00 AM,2.6,39.5,48.8,17.7,17,34.8,0.422,1.5,2.1,12.3
11/5/19,12:00 AM,3.1,42.8,46,20.4,14.7,35.1,0.419,1.1,1.6,10.1
11/6/19,12:00 AM,3.4,40.5,48.7,15.5,15.1,30.7,0.367,1,1.4,10.8
11/7/19,12:00 AM,2.2,93,47.5,65.5,20.7,86.3,0.709,2.6,3.5,13.2
11/8/19,12:00 AM,3.2,142,48.5,63,21.3,84.5,0.721,3.1,4.2,15.1
11/9/19,12:00 AM,2.3,138.7,49.7,6.4,14.5,20.9,0.397,1,1.4,9.4
11/10/19,12:00 AM,2.8,343.7,51.4,10.4,12.9,23.4,0.391,0.9,1.3,8.9
11/11/19,12:00 AM,2.5,230.9,51.1,48.3,18.8,67.2,0.576,2.1,2.6,9.9
11/12/19,12:00 AM,2.6,116.8,49.7,27.7,18.1,45.9,0.451,1.7,2.4,9.1
11/13/19,12:00 AM,3.1,20,50.7,14.4,14.1,28.6,0.375,1.1,1.5,8.7
11/14/19,12:00 AM,2.5,151.9,50.1,61.2,21.2,82.6,0.644,2.8,3.5,15.5
11/15/19,12:00 AM,5.8,184.5,52.4,20.9,20.1,41.1,0.409,1.4,1.9,7.5
11/16/19,12:00 AM,3.4,161.6,51.9,14,16.8,30.9,0.475,1.2,1.8,7.1
11/17/19,12:00 AM,4.3,169.1,53.2,10.3,14.2,24.6,0.36,0.8,1.2,5.7
11/18/19,12:00 AM,3.2,89.3,49.7,17,15.9,33,0.376,1,1.3,4.5
11/19/19,12:00 AM,4,7.4,48.6,9.2,16.6,25.9,0.313,0.7,0.9,5.5
11/20/19,12:00 AM,3.5,53.3,43.6,7.5,14.3,21.9,0.349,,,6.6
11/21/19,12:00 AM,3,94.6,40.4,67.4,19.3,86.8,0.766,,,13.9
11/22/19,12:00 AM,2,113.3,39,72.7,20.4,93.2,0.763,,,19.1
11/23/19,12:00 AM,5.9,145.5,44.3,34.8,15,49.9,0.528,,,13.5
11/24/19,12:00 AM,3.3,132.8,47.9,8.5,15.8,24.4,0.393,,,6.4
11/25/19,12:00 AM,2.4,87,42,7.3,17.1,24.5,0.34,,,4.4
11/26/19,12:00 AM,3.9,53.8,40.3,4.4,11.9,16.5,0.296,,,2.6
11/27/19,12:00 AM,5.6,16.6,41.9,4.5,12.1,16.8,0.297,,,4.2
11/28/19,12:00 AM,4.2,22.9,38.3,2.2,10,12.3,0.297,0.4,0.9,4.6
11/29/19,12:00 AM,2.9,35.3,35.6,10.2,16.6,26.9,0.431,0.8,1.6,8.3
11/30/19,12:00 AM,3.3,59.1,36.9,19.5,16.2,35.8,0.474,1.1,2.1,10.8
12/1/19,12:00 AM,2,75.2,42.6,14.2,18.3,32.6,0.474,0.9,1.2,5.7
12/2/19,12:00 AM,1.8,98.2,45.4,71,27.3,98.4,0.796,3,3.8,13.2
12/3/19,12:00 AM,4.6,147.8,49.4,30.1,22.5,52.7,0.486,2,3,10.2
12/4/19,12:00 AM,3.7,217.5,48.5,28.6,19.5,48.1,0.404,1.7,2.5,10.4
12/5/19,12:00 AM,2.4,64.3,46.9,44.7,17.5,62.3,0.539,1.8,2.1,11.7
12/6/19,12:00 AM,2.1,139.7,49.6,76.9,21.4,98.4,0.706,3.1,4,13.6
12/7/19,12:00 AM,2.2,100,47.6,13.2,15.1,28.4,0.395,0.9,1.4,6.2
12/8/19,12:00 AM,2.4,41.1,48.2,10.3,13.3,23.7,0.362,0.7,1.1,7.2
12/9/19,12:00 AM,2.7,51.8,42.9,6.8,13,19.9,0.343,0.5,0.7,6.3
12/10/19,12:00 AM,3.2,145.7,41.8,21.6,16.3,38,0.444,1.3,1.9,8.8
12/11/19,12:00 AM,2.9,127.6,45.9,16.9,18.2,35.2,0.389,1.1,1.7,6.3
12/12/19,12:00 AM,7.9,197.5,48.1,16.2,21.3,37.6,0.367,1.3,1.5,6
12/13/19,12:00 AM,4.6,208.1,46.2,24.7,24.2,49,0.451,1.6,1.7,4
12/14/19,12:00 AM,2.5,153.1,42.6,11.3,19.4,30.8,0.43,0.9,1.3,5.8
12/15/19,12:00 AM,2,100.6,39.7,11.4,18.7,30.2,0.44,0.9,1.4,5.8
12/16/19,12:00 AM,2.2,107.7,41.5,20.8,22.3,43.2,0.444,1.2,1.6,4.7
12/17/19,12:00 AM,2.3,191.4,44.2,91.3,31.3,122.7,0.805,3.8,4.8,13.3
12/18/19,12:00 AM,2.8,181.2,43.5,81.3,29.3,110.7,0.63,3.8,4.8,14.7
12/19/19,12:00 AM,5,139.5,45.6,10.4,17.5,28,0.398,0.8,1,4.9
12/20/19,12:00 AM,4.1,200.2,49.6,29.3,32.5,61.9,0.489,1.8,2.1,5.2
12/21/19,12:00 AM,2.6,90.7,44,2.8,12.4,15.2,0.306,0.4,0.6,2.5
12/22/19,12:00 AM,2.9,48.4,41.9,3,12.1,15.2,0.305,0.4,0.7,3.2
12/23/19,12:00 AM,2.3,121.4,41.2,9.8,17.8,27.8,0.386,0.8,1.2,4.3
12/24/19,12:00 AM,2.4,144,38.1,31.1,21.6,52.8,0.593,1.5,2,8.5
12/25/19,12:00 AM,2.3,60.6,38.9,8.9,14.3,23.4,0.402,0,0,10.1
12/26/19,12:00 AM,2.7,134.7,35.5,35.6,18.5,54.2,0.586,0.8,1.1,13
12/27/19,12:00 AM,2.7,138.1,40.5,28.2,20,48.3,0.527,1.5,2,8.5
12/28/19,12:00 AM,2.1,128.6,44,25.4,18.5,44,0.565,1.5,2.2,9.1
12/29/19,12:00 AM,1.8,102.3,45.8,24.5,16.9,41.5,0.462,1.2,1.8,7.3
12/30/19,12:00 AM,4.9,144.6,45.3,11.1,14.5,25.7,0.332,0.8,1,3.9
12/31/19,12:00 AM,10,200.9,48.7,14,15.3,29.4,0.343,0.8,0.9,3.4
1/1/20,12:00 AM,6.2,212.5,49.7,6.8,14.1,21,0.289,0.4,0.4,2.7
1/2/20,12:00 AM,4,132.9,42.4,13.2,18.3,31.6,0.358,0.9,1,4.2
1/3/20,12:00 AM,5.6,173.6,50.9,34.3,23.1,57.5,0.481,1.9,2.2,5.9
1/4/20,12:00 AM,8.3,194.1,43.9,6.9,12.2,19.2,0.318,0.5,0.6,4
1/5/20,12:00 AM,7.1,181.4,43.5,5.1,9.5,14.6,0.283,0.3,0.4,2.2
1/6/20,12:00 AM,10.2,185.2,47,,,,0.3,0.7,0.8,1.4
1/7/20,12:00 AM,9.5,192,50.4,12.2,16.6,28.8,0.342,1,1,2.4
1/8/20,12:00 AM,5.2,214.1,40.9,23,24.3,47.4,0.379,1.4,1.5,4.1
1/9/20,12:00 AM,2.3,122.4,35.9,13.8,21.6,35.4,0.428,1.1,1.6,7.8
1/10/20,12:00 AM,6.5,143.8,39.8,5.9,13.7,19.7,0.29,0.5,0.7,2.4
1/11/20,12:00 AM,6.7,199.7,43.3,11.9,16.7,28.7,0.373,0.7,0.7,4.6
1/12/20,12:00 AM,8.3,196.9,39.5,5.9,10.7,16.7,0.278,0.3,0.3,2.2
1/13/20,12:00 AM,4,316.2,32.2,18.1,19,37.2,0.344,1.1,1.3,5.6
1/14/20,12:00 AM,5,72.4,30,4.6,12.5,17.2,0.311,0.4,0.5,3.9
1/15/20,12:00 AM,6.9,128.9,36.6,3.1,8.6,11.8,0.252,0.3,0.3,0.9
1/16/20,12:00 AM,5.9,156.4,39.2,11.8,17.7,29.6,0.33,0.8,1,4.2
1/17/20,12:00 AM,2.5,114,37.6,15.2,20.4,35.7,0.35,0.9,1.2,4.6
1/18/20,12:00 AM,4.1,118.2,43.7,7.1,11.9,19.1,0.287,0.5,0.6,1.5
1/19/20,12:00 AM,1.8,90.4,47.3,29,22.6,51.8,0.476,1.5,1.7,5.8
1/20/20,12:00 AM,2,198.4,48.8,,,,0.591,2.9,3.5,9.1
1/21/20,12:00 AM,8,182.4,46.3,13.2,21.3,34.6,0.291,1.1,1.3,4.7
1/22/20,12:00 AM,4.4,124.4,45.2,9.3,19.6,29.1,0.297,0.8,1,3.2
1/23/20,12:00 AM,3.7,132.6,51,15,20.1,35.2,0.347,1.2,1.5,3.5
1/24/20,12:00 AM,6.4,183,49.4,17.1,22.5,39.7,0.377,1.5,1.6,3.5
1/25/20,12:00 AM,2.9,98.5,47.4,10.2,16.7,27,0.413,1,1.3,4.2
1/26/20,12:00 AM,7,178.3,48.8,5.7,10.9,16.8,0.316,0.4,0.5,3
1/27/20,12:00 AM,4.5,141.4,46.2,10.8,17.5,28.4,0.352,0.8,0.9,2.9
1/28/20,12:00 AM,4.3,158.2,47.9,18.2,21.1,39.4,0.428,1.2,1.3,3.7
1/29/20,12:00 AM,4.5,138.3,47.2,14.8,20.8,35.7,0.385,1.1,1.4,5
1/30/20,12:00 AM,3.6,134.9,45.2,21,18.4,39.4,0.424,1.3,1.6,6.2
1/31/20,12:00 AM,11.5,198,54.2,13.7,15.7,29.5,0.306,1,1.1,2.7
2/1/20,12:00 AM,8.4,163.6,45.9,4.6,9,13.7,0.27,0.3,0.4,2.7
2/2/20,12:00 AM,3.3,149,38.6,8.5,15.6,24.2,0.407,0.8,1.2,6.5
2/3/20,12:00 AM,2.9,51.8,38.3,8.9,16.4,25.4,0.355,0.7,0.8,4.8
2/4/20,12:00 AM,3.8,143.2,35.7,12.6,20.5,33.3,0.41,1.1,1.6,6.1
2/5/20,12:00 AM,3.9,194.9,45.9,29.9,28.5,58.6,0.468,1.6,1.7,3
2/6/20,12:00 AM,2.1,71,46.2,24.9,24.7,49.6,0.447,1.2,1.4,4.6
2/7/20,12:00 AM,8.8,188.5,46.5,14.4,17.6,32.1,0.337,0.9,1,4.3
2/8/20,12:00 AM,4.8,69.7,44.3,5.9,10.4,16.4,0.331,0.4,0.6,3.2
2/9/20,12:00 AM,2.6,61.5,41.5,12.5,17.1,29.7,0.427,0.8,1.2,6.5
2/10/20,12:00 AM,3,30.4,41.6,24.7,19.8,44.7,0.508,1.5,2.3,9.8
2/11/20,12:00 AM,3.1,108.9,41.7,18,19.2,37.3,0.452,1.8,2.4,9.9
2/12/20,12:00 AM,2,94.6,45.3,31.8,25.2,57.1,0.537,1.7,2.1,7.5
2/13/20,12:00 AM,5,168.7,42.3,23.2,18.6,41.9,0.42,1.3,1.6,6.3
2/14/20,12:00 AM,6.7,208.4,44.1,19,18.3,37.5,0.38,1.2,1.3,3.4
2/15/20,12:00 AM,7.6,178.6,43.4,6.8,11,17.9,0.334,0.5,0.6,2.2
2/16/20,12:00 AM,4.2,166.4,42.2,7.2,12.2,19.5,0.35,0.5,0.6,4
2/17/20,12:00 AM,3.3,109.3,41,16.4,17.8,34.3,0.398,1,1.3,5.1
2/18/20,12:00 AM,3.8,32.2,39.5,8.6,15.7,24.4,0.37,0.7,0.9,4.5
2/19/20,12:00 AM,2.6,50.1,43.4,29,27.4,56.4,0.555,1.3,1.7,7.3
2/20/20,12:00 AM,2.6,32.3,44.8,72.5,38.4,111.1,0.745,2.6,3,11.2
2/21/20,12:00 AM,3.5,164.5,45.4,40.4,28.6,69.1,0.603,2.2,2.7,9.4
2/22/20,12:00 AM,3.6,171.9,44.2,14.4,18.9,33.5,0.412,1,1.3,5.6
2/23/20,12:00 AM,9.4,197.5,44,5.1,9.7,14.9,0.289,0.4,0.6,5.2
2/24/20,12:00 AM,4.4,151.9,43.5,15.3,18.4,33.8,0.363,0.8,0.9,6.2
2/25/20,12:00 AM,2,105.3,44,30.9,28,59,0.497,1.7,2.1,9.1
2/26/20,12:00 AM,2.4,149.2,46.7,28.7,24.3,53.1,0.445,1.5,1.9,7.4
2/27/20,12:00 AM,2.5,111.4,47.4,27.1,21,48.2,0.454,1.4,1.8,7.7
2/28/20,12:00 AM,7,167,42.9,23.1,17.3,40.5,0.422,1.4,1.8,7.6
2/29/20,12:00 AM,5.6,180.5,42.4,7.7,11.9,19.8,0.359,0.5,0.6,4.5
3/1/20,12:00 AM,3.1,153.9,40.9,12.4,17,29.5,0.429,0.9,1.1,6.9
3/2/20,12:00 AM,7.4,181.9,44.4,13.5,17.3,30.9,0.341,0.9,1,4.3
3/3/20,12:00 AM,9,201.6,47.8,18.9,15.9,34.9,0.343,1,1.1,1.2
3/4/20,12:00 AM,3.5,150.3,46.4,12.5,20.4,33,0.407,1,1.2,6.4
3/5/20,12:00 AM,5.4,186.5,46.6,21.6,20.3,42,0.423,1.2,1.5,6.4
3/6/20,12:00 AM,2.6,173.4,40.9,18.4,23.8,42.3,0.407,1.2,1.4,5.1
3/7/20,12:00 AM,3.9,188.6,40.9,12,17.2,29.3,0.445,0.9,1.2,5.7
3/8/20,12:00 AM,2.8,53.5,40.6,6.2,14.2,20.6,0.373,0.6,0.9,4.8
3/9/20,12:00 AM,3,42.6,39.6,19.6,21.1,40.8,0.459,1,1.5,7.6
3/10/20,12:00 AM,7,174.7,44.1,17.7,19.8,37.6,0.385,1.1,1.3,4.2
3/11/20,12:00 AM,4.1,15.1,45.8,12,15.6,27.8,0.332,0.7,0.7,4.4
3/12/20,12:00 AM,2.7,14.7,43.9,20,20.1,40.2,0.409,1.2,1.4,7.1
3/13/20,12:00 AM,4.9,13.2,37.8,5.3,11.3,16.7,0.305,0.5,0.7,4.7
3/14/20,12:00 AM,7,352.1,37.5,4.8,7.8,12.7,0.298,0.4,0.5,4.6
3/15/20,12:00 AM,5.6,4.4,38.3,3.6,8,11.6,0.292,0.2,0.4,2.5
3/16/20,12:00 AM,3.8,20.6,43.9,,,,0.37,1.1,1.5,5.9
3/17/20,12:00 AM,2.9,27.7,43.2,39.1,27.9,67.1,0.573,1.8,2.6,11.8
3/18/20,12:00 AM,3,118.8,45.4,31.7,27.2,59,0.462,1.9,2.6,14.4
3/19/20,12:00 AM,2.7,176.2,47,34.8,29.9,64.9,0.504,2,2.7,17.4
3/20/20,12:00 AM,3.3,7.1,49.4,29,23.3,52.4,0.413,1.6,2.1,13.2
3/21/20,12:00 AM,2.7,206.1,46.2,20,23.5,43.5,0.455,1.2,1.8,12.5
3/22/20,12:00 AM,5.5,165.3,46.3,9.3,13.6,23,0.363,1,1.9,12.5
3/23/20,12:00 AM,9,184.6,44.9,12.2,15.8,28,0.285,0.7,0.7,2.7
3/24/20,12:00 AM,4.6,205.3,43.4,14.5,15.7,30.3,0.347,0.9,1,2.1
3/25/20,12:00 AM,2.9,186,42.8,16.3,18.5,34.9,0.343,1,1.2,4.6
3/26/20,12:00 AM,6.7,190.9,43.8,12,16.3,28.4,0.324,0.9,1.1,7
3/27/20,12:00 AM,7.1,188.4,46.2,9.1,15.2,24.4,0.308,0.8,0.9,4.3
3/28/20,12:00 AM,8.1,184,49.1,3.1,7.8,11,0.302,0.4,0.5,1.3
3/29/20,12:00 AM,8.1,194.5,49.1,3.8,7.9,11.8,0.214,0.2,0.3,0.9
3/30/20,12:00 AM,8.5,196.9,43.4,9.3,13.6,23,0.261,0.5,0.6,2.7
3/31/20,12:00 AM,5.5,208.2,42.2,12.5,14.2,26.8,0.268,0.7,0.7,2.8
4/1/20,12:00 AM,4,294.4,43.2,11.1,14.6,25.9,0.32,0.7,0.8,3.5
4/2/20,12:00 AM,4.8,181.9,43.2,9.3,13.3,22.7,0.311,0.6,0.8,4.4
4/3/20,12:00 AM,7.1,191.3,42,8,10.2,18.4,0.283,0.4,0.5,2.3
4/4/20,12:00 AM,4.2,19.4,43.9,4.3,9.3,13.8,0.312,0.4,0.7,3
4/5/20,12:00 AM,4.5,8.9,47.3,2.7,6.7,9.5,0.215,0.2,0.4,3.3
4/6/20,12:00 AM,,,,,,,,,,
Minimum,,1.7,(0 Deg),26.4,1.6,6.1,7.9,0.101,0,0,0.9
MinDate,,25-Dec,2-Jan,4-Feb,3-Mar,4-Feb,4-Feb,23-Jan,1-Dec,1-Dec,21-Jan
MinTime,,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00
Maximum,,11.8,(359.6 Deg),76.6,218.1,59.2,259.3,2.965,7.4,9.4,102.2
MaxDate,,17-Feb,2-Jan,12-Jun,15-Jan,22-Aug,15-Jan,8-Apr,15-Jan,22-Aug,21-Aug
MaxTime,,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00
Avg,,4.3,177.5,52.3,23.4,18.8,42.3,0.429,1.2,1.5,8
Num,,824,824,824,804,804,804,816,795,795,808
Data[%],,99,99,99,97,97,97,98,96,96,97
STD,,1.7,72,10.1,19.4,6.4,24.4,0.1,0.8,1,7.1
